Trial #,CS Timestamp,Airpuff
1,2025-05-17 13:01:29.008425,True
2,2025-05-17 13:01:42.579925,True
3,2025-05-17 13:01:57.421338,True
4,2025-05-17 13:02:13.203986,True
5,2025-05-17 13:02:35.655463,True
6,2025-05-17 13:03:02.557096,True
7,2025-05-17 13:04:08.062566,True
8,2025-05-17 13:04:34.913693,True
9,2025-05-17 13:06:10.510277,True
10,2025-05-17 13:06:45.763922,True
11,2025-05-17 13:07:31.833524,True
12,2025-05-17 13:07:47.328801,True
13,2025-05-17 13:08:25.560239,True
14,2025-05-17 13:08:38.844008,True
15,2025-05-17 13:08:53.075210,False
16,2025-05-17 13:09:35.077042,True
17,2025-05-17 13:10:41.881061,True
18,2025-05-17 13:12:05.091823,True
19,2025-05-17 13:12:34.360374,True
20,2025-05-17 13:13:00.572214,True
21,2025-05-17 13:13:19.813761,True
22,2025-05-17 13:13:34.005966,True
23,2025-05-17 13:13:50.194851,True
24,2025-05-17 13:14:00.884185,True
25,2025-05-17 13:14:18.490699,True
26,2025-05-17 13:14:35.119086,True
27,2025-05-17 13:14:45.519506,False
28,2025-05-17 13:15:00.002979,True
29,2025-05-17 13:15:23.097306,True
30,2025-05-17 13:16:03.787825,True
31,2025-05-17 13:16:45.738709,True
32,2025-05-17 13:17:07.177675,True
33,2025-05-17 13:17:23.236103,False
34,2025-05-17 13:17:34.791953,True
35,2025-05-17 13:17:45.560271,True
36,2025-05-17 13:18:02.562619,True
37,2025-05-17 13:18:13.855264,True
38,2025-05-17 13:18:31.026178,True
39,2025-05-17 13:18:42.718901,True
40,2025-05-17 13:18:54.043932,True
41,2025-05-17 13:19:04.876459,True
42,2025-05-17 13:19:25.863457,True
43,2025-05-17 13:19:38.499505,True
44,2025-05-17 13:19:52.710102,True
45,2025-05-17 13:20:01.813176,True
46,2025-05-17 13:20:14.212740,True
47,2025-05-17 13:20:24.269944,True
48,2025-05-17 13:20:37.987773,True
49,2025-05-17 13:20:47.239686,False
50,2025-05-17 13:20:55.554244,True
51,2025-05-17 13:21:11.739632,True
52,2025-05-17 13:21:23.098437,True
53,2025-05-17 13:21:33.925556,True
54,2025-05-17 13:21:45.282662,True
55,2025-05-17 13:22:03.621339,True
56,2025-05-17 13:22:16.723611,True
57,2025-05-17 13:22:29.482454,False
58,2025-05-17 13:22:45.965973,True
59,2025-05-17 13:22:57.667544,True
60,2025-05-17 13:23:15.223064,True
61,2025-05-17 13:23:25.353431,True
62,2025-05-17 13:23:38.065891,False
63,2025-05-17 13:23:49.537576,True
64,2025-05-17 13:24:00.511017,True
65,2025-05-17 13:24:11.934484,True
66,2025-05-17 13:24:25.437585,True
67,2025-05-17 13:24:36.521415,True
68,2025-05-17 13:24:48.772440,True
69,2025-05-17 13:24:59.230068,True
70,2025-05-17 13:25:08.804999,True
71,2025-05-17 13:25:21.195739,True
72,2025-05-17 13:25:37.304087,True
73,2025-05-17 13:25:48.964175,True
74,2025-05-17 13:26:02.453728,True
75,2025-05-17 13:26:13.870702,True
76,2025-05-17 13:26:29.335692,True
77,2025-05-17 13:26:43.198530,True
78,2025-05-17 13:27:04.359095,True
79,2025-05-17 13:27:18.799592,True
80,2025-05-17 13:27:28.792536,True
81,2025-05-17 13:27:38.353147,False
82,2025-05-17 13:27:51.853568,False
83,2025-05-17 13:28:00.169484,True
84,2025-05-17 13:28:21.174740,True
85,2025-05-17 13:28:30.491664,True
86,2025-05-17 13:28:47.494455,True
87,2025-05-17 13:28:59.677395,True
88,2025-05-17 13:29:12.140555,True
89,2025-05-17 13:29:21.695353,True
90,2025-05-17 13:29:34.961215,True
91,2025-05-17 13:29:47.618104,True
92,2025-05-17 13:30:00.379433,True
93,2025-05-17 13:30:12.891575,True
94,2025-05-17 13:30:22.540110,True
95,2025-05-17 13:30:37.841357,True
96,2025-05-17 13:30:47.713200,True
97,2025-05-17 13:30:57.112817,True
98,2025-05-17 13:31:08.777453,True
99,2025-05-17 13:31:20.438822,True
100,2025-05-17 13:31:34.200124,True
101,2025-05-17 13:31:50.439546,False
102,2025-05-17 13:31:58.750387,True
103,2025-05-17 13:32:10.922919,True
104,2025-05-17 13:32:20.737589,True
105,2025-05-17 13:32:31.117259,False
106,2025-05-17 13:32:41.515196,True
107,2025-05-17 13:32:57.830186,True
108,2025-05-17 13:33:08.437035,True
109,2025-05-17 13:33:20.863900,True
110,2025-05-17 13:33:32.354827,True
