Trial #,CS Timestamp,Airpuff
1,2025-05-15 14:13:42.569972,True
2,2025-05-15 14:14:03.735416,True
3,2025-05-15 14:15:40.247083,True
4,2025-05-15 14:15:50.612789,True
5,2025-05-15 14:17:17.336198,True
6,2025-05-15 14:18:44.255220,True
7,2025-05-15 14:19:23.812297,True
8,2025-05-15 14:19:44.849289,True
9,2025-05-15 14:19:58.183054,True
10,2025-05-15 14:20:08.123129,True
11,2025-05-15 14:20:45.177359,True
12,2025-05-15 14:21:06.008680,True
13,2025-05-15 14:21:56.798098,True
14,2025-05-15 14:22:56.598446,True
15,2025-05-15 14:23:07.957125,True
16,2025-05-15 14:23:29.021345,True
17,2025-05-15 14:23:38.697883,True
18,2025-05-15 14:23:54.687731,True
19,2025-05-15 14:24:07.824294,False
20,2025-05-15 14:24:17.956840,True
21,2025-05-15 14:24:34.419528,False
22,2025-05-15 14:24:54.349164,True
23,2025-05-15 14:25:08.160408,True
24,2025-05-15 14:25:18.465538,True
25,2025-05-15 14:25:28.567351,True
26,2025-05-15 14:25:42.886305,True
27,2025-05-15 14:27:30.435027,True
28,2025-05-15 14:27:42.491502,True
29,2025-05-15 14:27:55.129209,True
30,2025-05-15 14:28:09.859436,True
31,2025-05-15 14:28:26.346581,True
32,2025-05-15 14:28:39.612097,True
33,2025-05-15 14:28:55.475258,True
34,2025-05-15 14:29:41.802359,True
35,2025-05-15 14:31:37.601877,True
36,2025-05-15 14:31:48.562082,False
37,2025-05-15 14:32:03.033488,True
38,2025-05-15 14:32:13.435281,True
39,2025-05-15 14:32:22.085382,True
40,2025-05-15 14:32:55.826678,True
41,2025-05-15 14:33:23.877879,True
42,2025-05-15 14:34:23.854866,True
43,2025-05-15 14:34:42.885585,False
44,2025-05-15 14:35:02.655746,True
45,2025-05-15 14:35:49.282900,True
46,2025-05-15 14:36:31.820531,True
47,2025-05-15 14:36:49.930032,True
48,2025-05-15 14:37:21.820705,True
49,2025-05-15 14:37:49.165038,True
50,2025-05-15 14:38:40.214597,False
51,2025-05-15 14:38:48.529282,True
52,2025-05-15 14:39:02.631899,False
53,2025-05-15 14:39:14.292300,True
54,2025-05-15 14:39:33.511804,True
55,2025-05-15 14:39:45.449744,True
56,2025-05-15 14:40:11.876562,True
57,2025-05-15 14:40:27.012868,True
58,2025-05-15 14:41:04.329986,True
59,2025-05-15 14:41:56.130853,False
60,2025-05-15 14:42:12.026433,True
61,2025-05-15 14:42:24.630549,True
62,2025-05-15 14:42:34.303986,True
63,2025-05-15 14:42:48.499574,True
64,2025-05-15 14:43:28.375975,True
65,2025-05-15 14:43:42.882491,True
66,2025-05-15 14:43:58.063987,True
67,2025-05-15 14:44:15.377398,True
68,2025-05-15 14:44:28.253542,True
69,2025-05-15 14:44:41.581869,True
70,2025-05-15 14:46:23.919074,True
71,2025-05-15 14:49:25.558545,True
72,2025-05-15 14:49:38.628375,True
73,2025-05-15 14:51:27.618004,True
74,2025-05-15 14:55:49.720967,False
1,2025-05-15 15:02:12.834945,True
2,2025-05-15 15:02:25.965442,True
1,2025-05-15 15:03:16.088268,True
