Trial #,CS Timestamp,Airpuff
1,2025-05-11 18:47:07.705476,True
2,2025-05-11 18:47:26.536863,True
3,2025-05-11 18:47:56.881318,True
4,2025-05-11 18:48:33.421732,True
5,2025-05-11 18:49:43.853955,True
6,2025-05-11 18:51:51.909537,True
7,2025-05-11 18:53:17.412629,True
8,2025-05-11 18:53:36.654418,True
9,2025-05-11 18:54:30.072761,True
10,2025-05-11 18:56:50.456992,True
11,2025-05-11 18:57:35.606855,True
12,2025-05-11 18:58:31.352929,True
13,2025-05-11 18:58:43.930798,True
14,2025-05-11 18:59:32.371713,True
15,2025-05-11 19:00:40.622073,True
16,2025-05-11 19:01:46.419676,True
17,2025-05-11 19:01:58.982196,True
18,2025-05-11 19:02:21.156509,True
