Timestamp,Trial #,FEC
2025-05-21 14:27:53.081303,1,22
2025-05-21 14:27:53.114455,1,22
2025-05-21 14:27:53.144622,1,23
2025-05-21 14:27:53.202889,1,23
2025-05-21 14:27:53.242852,1,22
2025-05-21 14:27:53.274385,1,22
2025-05-21 14:27:53.321237,1,26
2025-05-21 14:27:53.367794,1,26
2025-05-21 14:27:53.414687,1,25
2025-05-21 14:27:53.461522,1,26
2025-05-21 14:27:53.493079,1,25
2025-05-21 14:27:53.539934,1,25
2025-05-21 14:27:53.586493,1,25
2025-05-21 14:27:53.628420,1,25
2025-05-21 14:27:53.677963,1,25
2025-05-21 14:27:53.711498,1,26
2025-05-21 14:27:53.761345,1,27
2025-05-21 14:27:53.811225,1,28
2025-05-21 14:27:53.844816,1,27
2025-05-21 14:27:53.895034,1,26
2025-05-21 14:27:53.944700,1,27
2025-05-21 14:27:53.978520,1,26
2025-05-21 14:27:54.028211,1,25
2025-05-21 14:27:54.061621,1,24
2025-05-21 14:27:54.111422,1,24
2025-05-21 14:27:54.161414,1,24
2025-05-21 14:27:54.194871,1,24
2025-05-21 14:27:54.244833,1,24
2025-05-21 14:27:54.278358,1,23
2025-05-21 14:27:54.328264,1,24
2025-05-21 14:27:54.378656,1,25
2025-05-21 14:27:54.422919,1,24
2025-05-21 14:27:54.460238,1,29
2025-05-21 14:27:54.507102,1,26
2025-05-21 14:27:54.553965,1,26
2025-05-21 14:27:54.585475,1,26
2025-05-21 14:27:54.632073,1,25
2025-05-21 14:27:54.678966,1,25
2025-05-21 14:27:54.725830,1,26
2025-05-21 14:27:54.772694,1,26
2025-05-21 14:27:54.819528,1,26
2025-05-21 14:27:54.850771,1,27
2025-05-21 14:27:54.897666,1,27
2025-05-21 14:27:54.944500,1,28
2025-05-21 14:27:54.991396,1,28
2025-05-21 14:27:55.038228,1,28
2025-05-21 14:27:55.069471,1,29
2025-05-21 14:27:55.116334,1,29
2025-05-21 14:27:55.163198,1,29
2025-05-21 14:27:55.210062,1,30
2025-05-21 14:27:55.256926,1,29
2025-05-21 14:27:55.303791,1,30
2025-05-21 14:27:55.335053,1,30
2025-05-21 14:27:55.381899,1,29
2025-05-21 14:27:55.428802,1,34
2025-05-21 14:27:55.475656,1,33
2025-05-21 14:27:55.506901,1,38
2025-05-21 14:27:55.553732,1,38
2025-05-21 14:27:55.600626,1,39
2025-05-21 14:27:55.647489,1,39
2025-05-21 14:27:55.678821,1,40
2025-05-21 14:27:55.725633,1,39
2025-05-21 14:27:55.772432,1,40
2025-05-21 14:27:55.819346,1,41
2025-05-21 14:27:55.866159,1,42
2025-05-21 14:27:55.897738,1,43
2025-05-21 14:27:55.944372,1,45
2025-05-21 14:27:55.991129,1,46
2025-05-21 14:27:56.037994,1,47
2025-05-21 14:27:56.084890,1,48
2025-05-21 14:27:56.116365,1,48
2025-05-21 14:27:56.162989,1,48
2025-05-21 14:27:56.209830,1,48
2025-05-21 14:27:56.256694,1,48
2025-05-21 14:27:56.303588,1,49
2025-05-21 14:27:56.350454,1,49
2025-05-21 14:27:56.381796,1,49
2025-05-21 14:27:56.428571,1,49
2025-05-21 14:27:56.475393,1,49
2025-05-21 14:27:56.522289,1,50
2025-05-21 14:27:56.553499,1,49
2025-05-21 14:27:56.600595,1,52
2025-05-21 14:27:56.647230,1,48
2025-05-21 14:27:56.694091,1,47
2025-05-21 14:27:56.740988,1,50
2025-05-21 14:27:56.787850,1,49
2025-05-21 14:27:56.819349,1,49
2025-05-21 14:27:56.865957,1,48
2025-05-21 14:27:56.912821,1,49
2025-05-21 14:27:56.959684,1,50
2025-05-21 14:27:57.006549,1,51
2025-05-21 14:27:57.053383,1,52
2025-05-21 14:27:57.084732,1,52
2025-05-21 14:27:57.131520,1,53
2025-05-21 14:27:57.178383,1,53
2025-05-21 14:27:57.225248,1,53
2025-05-21 14:27:57.256798,1,53
2025-05-21 14:27:57.303453,1,53
2025-05-21 14:27:57.350221,1,53
2025-05-21 14:27:57.397053,1,52
2025-05-21 14:27:57.443946,1,52
2025-05-21 14:27:57.475488,1,52
