Timestamp,Trial #,FEC
2025-05-12 16:41:57.463969,1,0
2025-05-12 16:41:57.505868,1,0
2025-05-12 16:41:57.549399,1,0
2025-05-12 16:41:57.594567,1,0
2025-05-12 16:41:57.638134,1,0
2025-05-12 16:41:57.681703,1,0
2025-05-12 16:41:57.728150,1,0
2025-05-12 16:41:57.769910,1,0
2025-05-12 16:41:57.813477,1,0
2025-05-12 16:41:57.860505,1,78
2025-05-12 16:41:57.902779,1,89
2025-05-12 16:41:57.944432,1,77
2025-05-12 16:41:57.987630,1,58
2025-05-12 16:41:58.033370,1,36
2025-05-12 16:41:58.076707,1,25
2025-05-12 16:41:58.120263,1,20
2025-05-12 16:41:58.164457,1,16
2025-05-12 16:41:58.206199,1,14
2025-05-12 16:41:58.251137,1,15
2025-05-12 16:41:58.295138,1,19
2025-05-12 16:41:58.338041,1,13
2025-05-12 16:41:58.382164,1,12
2025-05-12 16:41:58.427453,1,11
2025-05-12 16:41:58.469527,1,11
2025-05-12 16:41:58.513757,1,10
2025-05-12 16:41:58.556695,1,11
2025-05-12 16:41:58.599951,1,14
2025-05-12 16:41:58.671171,1,15
2025-05-12 16:41:58.693876,1,16
2025-05-12 16:41:58.731610,1,18
2025-05-12 16:41:58.774898,1,19
2025-05-12 16:41:58.817671,1,17
2025-05-12 16:41:58.862631,1,17
2025-05-12 16:41:58.908462,1,17
2025-05-12 16:41:58.950210,1,17
2025-05-12 16:41:58.994359,1,19
2025-05-12 16:41:59.037200,1,19
2025-05-12 16:41:59.110469,1,20
2025-05-12 16:41:59.130947,1,21
2025-05-12 16:41:59.168290,1,22
2025-05-12 16:41:59.212462,1,22
2025-05-12 16:41:59.255113,1,22
2025-05-12 16:41:59.299273,1,24
2025-05-12 16:41:59.342951,1,22
2025-05-12 16:41:59.388636,1,22
2025-05-12 16:41:59.431568,1,22
2025-05-12 16:41:59.474601,1,22
2025-05-12 16:41:59.517577,1,23
2025-05-12 16:41:59.562768,1,23
2025-05-12 16:41:59.605935,1,22
2025-05-12 16:41:59.648940,1,23
2025-05-12 16:41:59.694088,1,23
2025-05-12 16:41:59.736028,1,23
2025-05-12 16:41:59.781992,1,23
2025-05-12 16:41:59.823883,1,23
2025-05-12 16:41:59.867970,1,24
2025-05-12 16:41:59.912278,1,24
2025-05-12 16:41:59.956294,1,26
2025-05-12 16:41:59.999620,1,20
2025-05-12 16:42:00.042761,1,19
2025-05-12 16:42:00.086845,1,20
2025-05-12 16:42:00.130125,1,20
2025-05-12 16:42:00.173616,1,21
2025-05-12 16:42:00.217490,1,21
2025-05-12 16:42:00.261753,1,21
2025-05-12 16:42:00.305652,1,21
2025-05-12 16:42:00.348809,1,21
2025-05-12 16:42:00.392767,1,22
2025-05-12 16:42:00.436274,1,22
2025-05-12 16:42:00.480653,1,22
2025-05-12 16:42:00.523921,1,21
2025-05-12 16:42:00.567254,1,21
2025-05-12 16:42:00.612031,1,22
2025-05-12 16:42:00.655006,1,22
2025-05-12 16:42:00.700208,1,22
2025-05-12 16:42:00.742897,1,22
2025-05-12 16:42:00.786881,1,22
2025-05-12 16:42:00.830629,1,23
2025-05-12 16:42:00.874392,1,23
2025-05-12 16:42:00.916613,1,22
2025-05-12 16:42:00.966230,1,22
2025-05-12 16:42:01.004625,1,22
2025-05-12 16:42:01.049467,1,23
2025-05-12 16:42:01.092643,1,23
2025-05-12 16:42:01.136877,1,23
2025-05-12 16:42:01.180471,1,23
2025-05-12 16:42:01.225529,1,21
2025-05-12 16:42:01.268245,1,13
2025-05-12 16:42:01.312732,1,18
2025-05-12 16:42:01.355652,1,17
