Current Timestamp,Trial #,FEC
164847995.3977,0.0,0.16889728220707775
164848037.7103,0.0,0.029394860004926512
164848078.8713,0.0,0.029230642909926923
164848114.94599998,0.0,0.0358814352574103
164848151.4778,0.0,0.04343542162739141
164848187.9106,0.0,0.04343542162739141
164848223.9511,0.0,0.06043189095984892
164848260.5143,0.0,0.06043189095984892
164848297.9786,0.0,0.06773955168733065
164848334.7506,0.0,0.07611462353230972
164848372.6539,0.0,0.08662451761228344
164848409.69930002,0.0,0.09713441169225716
164848446.6068,0.0,0.11790787420970524
164848483.5443,0.0,0.13268741275966828
164848520.6179,0.0,0.14089826750964776
164848557.3521,0.0,0.1510797273996223
164848594.0521,0.0,0.1510797273996223
164848631.1622,0.0,0.19270876098201822
164848668.03120002,0.0,0.21717710813695706
164848705.0218,0.0,0.23877165612940307
164848741.5908,0.0,0.2794153871418015
164848778.48810002,0.0,0.33746613022415634
164848815.05929998,0.0,0.37474341078906315
164848851.8744,0.0,0.39798012973150504
164848888.4936,0.0,0.3946136792840135
164848924.9967,0.0,0.40077182034649805
164848962.02199998,0.0,0.41218490844896954
164848998.8599,0.0,0.41785039822645537
164849035.9223,0.0,0.41793250677395516
164849072.80900002,0.0,0.40578044174398553
164849109.35459998,0.0,0.43041300599392396
164849145.7422,0.0,0.43525741029641185
164849181.8727,0.0,0.44026603169389933
164849218.655,0.0,0.44962640610887594
164849255.1636,0.0,0.4219558256014451
164849291.3295,0.0,0.4219558256014451
164849327.9752,0.0,0.36021019788159947
164849364.5814,0.0,0.21372854914196568
164849400.99679998,0.0,0.16052221036209868
164849437.5454,0.0,0.11881106823220297
164849474.14929998,0.0,0.08547499794728632
164849511.7406,0.0,0.054930618277362675
164849548.6102,0.0,0.04253222760489367
164849585.4528,0.0,0.035388783972411526
164849622.00239998,0.0,0.03456769849741358
164849658.2146,0.0,0.03785204039740537
164849694.6081,0.0,0.04064373101239839
164849731.1912,0.0,0.046801872074883
164849767.46969998,0.0,0.11593726906971015
164849804.24490002,0.0,0.11593726906971015
164849840.6282,0.0,0.18063880449954842
164849876.7413,0.0,0.24386238607439034
