Trial #,CS Timestamp,Airpuff
1,2025-05-18 18:10:32.389347,True
2,2025-05-18 18:10:40.825093,True
3,2025-05-18 18:10:54.892720,True
4,2025-05-18 18:11:05.762894,True
5,2025-05-18 18:11:20.244864,True
6,2025-05-18 18:11:29.906722,True
7,2025-05-18 18:11:44.088215,True
8,2025-05-18 18:12:01.351266,True
9,2025-05-18 18:12:09.659771,True
10,2025-05-18 18:12:23.167293,True
11,2025-05-18 18:12:36.905742,True
12,2025-05-18 18:12:48.674641,True
13,2025-05-18 18:12:57.369948,True
14,2025-05-18 18:13:06.523661,True
15,2025-05-18 18:13:15.534852,True
16,2025-05-18 18:13:30.728501,True
17,2025-05-18 18:13:47.870798,True
18,2025-05-18 18:13:59.885000,False
19,2025-05-18 18:14:08.725414,True
20,2025-05-18 18:14:19.689704,True
21,2025-05-18 18:14:34.684578,True
22,2025-05-18 18:14:47.744307,True
23,2025-05-18 18:15:01.570171,False
24,2025-05-18 18:15:18.888590,True
25,2025-05-18 18:15:27.576722,True
26,2025-05-18 18:15:40.266786,True
27,2025-05-18 18:15:48.576541,True
28,2025-05-18 18:15:58.231656,True
29,2025-05-18 18:16:07.427391,True
30,2025-05-18 18:16:19.658165,True
31,2025-05-18 18:16:33.375302,True
32,2025-05-18 18:16:43.152850,True
33,2025-05-18 18:16:52.612798,False
34,2025-05-18 18:17:08.700044,True
35,2025-05-18 18:17:20.050002,True
36,2025-05-18 18:17:29.608347,True
37,2025-05-18 18:17:38.862679,True
38,2025-05-18 18:17:57.146535,True
39,2025-05-18 18:18:15.849393,True
40,2025-05-18 18:18:25.925394,True
41,2025-05-18 18:18:38.088664,True
42,2025-05-18 18:18:53.437390,True
43,2025-05-18 18:19:03.606526,True
44,2025-05-18 18:19:15.747168,True
45,2025-05-18 18:19:28.661378,False
46,2025-05-18 18:19:39.344033,True
47,2025-05-18 18:19:55.169803,True
48,2025-05-18 18:20:04.540449,True
49,2025-05-18 18:20:20.225460,True
50,2025-05-18 18:20:28.533713,True
51,2025-05-18 18:20:43.904738,True
52,2025-05-18 18:20:54.785999,True
53,2025-05-18 18:21:04.919137,True
54,2025-05-18 18:21:19.358461,True
55,2025-05-18 18:21:31.977232,True
56,2025-05-18 18:21:47.086917,True
57,2025-05-18 18:21:58.262113,True
58,2025-05-18 18:22:17.077246,True
59,2025-05-18 18:22:30.282435,True
60,2025-05-18 18:22:45.532498,False
61,2025-05-18 18:22:58.044824,True
62,2025-05-18 18:23:12.150873,True
63,2025-05-18 18:23:25.949893,True
64,2025-05-18 18:23:37.907327,True
65,2025-05-18 18:23:52.842798,True
66,2025-05-18 18:24:05.877999,True
67,2025-05-18 18:24:19.015572,True
68,2025-05-18 18:24:31.748431,True
69,2025-05-18 18:24:46.274938,True
70,2025-05-18 18:25:04.998087,True
71,2025-05-18 18:25:13.975205,False
72,2025-05-18 18:25:27.471193,True
73,2025-05-18 18:25:45.202412,True
74,2025-05-18 18:25:57.721803,True
75,2025-05-18 18:26:13.092216,True
76,2025-05-18 18:26:22.206735,True
77,2025-05-18 18:26:31.100115,True
78,2025-05-18 18:26:45.586003,True
79,2025-05-18 18:26:56.423088,False
80,2025-05-18 18:27:06.428206,True
81,2025-05-18 18:27:16.908810,True
82,2025-05-18 18:27:25.218962,True
83,2025-05-18 18:27:36.341419,True
84,2025-05-18 18:27:53.054114,False
85,2025-05-18 18:28:01.874504,True
86,2025-05-18 18:28:11.962708,True
87,2025-05-18 18:28:25.129246,True
88,2025-05-18 18:28:38.720779,True
89,2025-05-18 18:29:08.043078,True
90,2025-05-18 18:29:22.812254,True
91,2025-05-18 18:29:42.652512,True
92,2025-05-18 18:29:59.055990,True
93,2025-05-18 18:31:21.204012,True
94,2025-05-18 18:32:44.730514,True
95,2025-05-18 18:33:19.028415,True
96,2025-05-18 18:33:27.732826,False
97,2025-05-18 18:33:37.053546,True
98,2025-05-18 18:33:53.794525,True
99,2025-05-18 18:34:15.901990,True
100,2025-05-18 18:34:25.931789,True
101,2025-05-18 18:34:43.204488,True
102,2025-05-18 18:35:00.440396,True
103,2025-05-18 18:37:56.216931,False
104,2025-05-18 18:38:26.362275,True
105,2025-05-18 18:39:57.799543,True
106,2025-05-18 18:40:09.723132,True
107,2025-05-18 18:40:23.743542,True
108,2025-05-18 18:40:35.518785,True
109,2025-05-18 18:40:57.301996,True
110,2025-05-18 18:41:11.563419,True
