Current Timestamp,Trial #,FEC
92987811.7363,0.0,0.7759572901325479
92987855.7481,0.0,0.6097201767304861
92987893.2958,0.0,0.5748343151693667
92987930.3036,0.0,0.540960972017673
92987966.62009999,0.0,0.4533321060382916
92988002.98570001,0.0,0.42047128129602357
92988039.29450001,0.0,0.39874815905743743
92988076.1914,0.0,0.36653166421207656
92988112.79529999,0.0,0.3445324005891016
92988149.1909,0.0,0.32685935198821797
92988185.83139999,0.0,0.3085419734904271
92988221.7691,0.0,0.29556332842415317
92988258.4429,0.0,0.27181516936671574
92988294.5381,0.0,0.22293814432989692
92988330.96360001,0.0,0.2025036818851252
92988367.2463,0.0,0.20047864506627394
92988404.1351,0.0,0.1872238586156112
92988440.059,0.0,0.18676362297496318
92988476.0584,0.0,0.18676362297496318
92988512.56469999,0.0,0.19596833578792341
92988549.4814,0.0,0.19440353460972018
92988585.4331,0.0,0.19799337260677466
92988622.1652,0.0,0.19182621502209132
92988659.17490001,0.0,0.19707290132547864
92988695.0376,0.0,0.18621134020618557
92988731.3871,0.0,0.18170103092783504
92988767.5141,0.0,0.18096465390279823
92988803.5934,0.0,0.16614506627393225
92988840.1601,0.0,0.16853829160530193
92988876.39940001,0.0,0.17691458026509574
92988912.3098,0.0,0.17691458026509574
92988948.1013,0.0,0.18391016200294552
92988984.4161,0.0,0.2105117820324006
92989020.7675,0.0,0.25653534609720174
92989057.8328,0.0,0.24143961708394698
92989094.3899,0.0,0.20609351988217967
92989131.77399999,0.0,0.17755891016200295
92989168.2882,0.0,0.1802282768777614
92989204.9767,0.0,0.19983431516936673
92989241.7665,0.0,0.23113033873343153
92989278.24620001,0.0,0.2555228276877761
92989315.26990001,0.0,0.23748159057437407
92989352.5174,0.0,0.2260677466863034
92989389.4236,0.0,0.20756627393225333
92989426.1849,0.0,0.20756627393225333
92989463.8475,0.0,0.19965022091310752
92989500.8106,0.0,0.210879970544919
92989536.99239999,0.0,0.20986745213549338
92989573.1796,0.0,0.20986745213549338
92989609.4938,0.0,0.20701399116347569
92989645.91219999,0.0,0.16955081001472755
92989681.9289,0.0,0.2036082474226804
92989718.2515,0.0,0.2036082474226804
92989754.56099999,0.0,0.2036082474226804
92989790.91759999,0.0,0.6706553755522827
92989827.8265,0.0,0.7340758468335787
92989864.5535,0.0,0.7548784977908689
92989901.0128,0.0,0.7371134020618557
92989937.5021,0.0,0.7011229749631811
92989974.7367,0.0,0.6523379970544919
92990011.5095,0.0,0.6523379970544919
92990048.79689999,0.0,0.5505338733431517
92990085.2923,0.0,0.5332290132547864
92990121.6849,0.0,0.5140832106038291
92990158.1541,0.0,0.4849963181148748
92990195.4403,0.0,0.45158321060382917
92990232.4656,0.0,0.45158321060382917
92990269.6216,0.0,0.41485640648011785
92990307.0476,0.0,0.3755522827687776
92990344.3792,0.0,0.3427835051546392
92990381.8469,0.0,0.30670103092783507
92990418.7336,0.0,0.28378129602356406
92990455.469,0.0,0.24742268041237114
92990492.63350001,0.0,0.2916973490427099
92990529.4337,0.0,0.4336340206185567
92990566.1843,0.0,0.5335972017673049
92990603.15100001,0.0,0.5877209131075111
92990640.5321,0.0,0.6205817378497791
92990678.0098,0.0,0.5116899852724595
92990715.90169999,0.0,0.3710419734904271
92990753.757,0.0,0.15206185567010308
92990790.2231,0.0,0.08808910162002946
92990827.2762,0.0,0.058818114874815905
92990864.82180001,0.0,0.06360456553755522
92990902.9615,0.0,0.06848306332842416
92990941.1086,0.0,0.14193667157584683
92990979.1624,0.0,0.19293078055964655
92991017.2367,0.0,0.2606774668630339
92991055.3381,0.0,0.3161818851251841
92991093.54020001,0.0,0.3434278350515464
92991131.7641,0.0,0.36708394698085417
92991169.76439999,0.0,0.422220176730486
92991207.54869999,0.0,0.43961708394698085
92991245.38069999,0.0,0.42884756995581735
92991282.65779999,0.0,0.42884756995581735
92991320.8987,0.0,0.40454712812960236
92991359.0962,0.0,0.21621870397643594
92991397.0241,0.0,0.12941826215022093
92991435.12179999,0.0,0.16918262150220914
92991472.81789999,0.0,0.22128129602356406
92991510.94029999,0.0,0.22128129602356406
92991549.10170001,0.0,0.23886229749631813
92991586.9584,0.0,0.23886229749631813
92991625.0767,0.0,0.22901325478645065
92991663.27170001,0.0,0.22413475699558175
92991701.3548,0.0,0.17047128129602357
92991739.5486,0.0,0.20139911634756996
92991777.5501,0.0,0.5002761413843888
92991815.4262,0.0,0.7234904270986745
92991853.4042,0.0,0.7955633284241531
92991891.833,0.0,0.6400036818851251
92991929.87799999,0.0,0.5312960235640648
92991967.91350001,0.0,0.44504786450662737
92992006.27939999,0.0,0.26748895434462444
92992044.23020001,0.0,0.2115243004418262
92992082.1706,0.0,0.17673048600883653
92992120.0186,0.0,0.15694035346097202
92992158.1498,0.0,0.15058910162002945
92992196.1576,0.0,0.19283873343151695
92992234.1128,0.0,0.2425441826215022
92992272.24049999,0.0,0.32013991163475697
92992310.0511,0.0,0.3639543446244477
92992348.1703,0.0,0.42811119293078054
92992385.17310001,0.0,0.4799337260677467
92992423.3831,0.0,0.5131627393225331
92992460.04259999,0.0,0.5131627393225331
92992497.9166,0.0,0.4957658321060383
92992535.9595,0.0,0.48637702503681884
92992573.77800001,0.0,0.4687039764359352
92992611.15280001,0.0,0.4413659793814433
92992647.3022,0.0,0.41577687776141387
92992684.081,0.0,0.39874815905743743
92992720.7903,0.0,0.38926730486008837
92992758.5552,0.0,0.38926730486008837
92992796.3251,0.0,0.375
92992833.98159999,0.0,0.34066642120765833
