Trial #,CS Timestamp,Airpuff,Tone
1,2025-05-19 14:40:28.194246,True,10
2,2025-05-19 14:40:43.863804,True,10
3,2025-05-19 14:41:08.244202,True,10
4,2025-05-19 14:41:26.431196,True,10
5,2025-05-19 14:41:53.163675,True,10
6,2025-05-19 14:42:15.047960,True,10
7,2025-05-19 14:42:42.284833,True,10
8,2025-05-19 14:43:46.128339,True,10
9,2025-05-19 14:44:38.474779,True,10
10,2025-05-19 14:45:11.003697,True,10
11,2025-05-19 14:45:23.505561,True,10
12,2025-05-19 14:45:43.417875,True,10
13,2025-05-19 14:45:57.328690,True,10
14,2025-05-19 14:46:48.076536,False,10
15,2025-05-19 14:47:13.762286,True,10
16,2025-05-19 14:47:47.229408,True,10
17,2025-05-19 14:48:10.897486,True,10
18,2025-05-19 14:48:46.641366,True,10
19,2025-05-19 14:49:05.095687,True,10
20,2025-05-19 14:49:17.217200,True,10
21,2025-05-19 14:49:25.534608,True,10
22,2025-05-19 14:49:54.359998,True,10
23,2025-05-19 14:50:16.578196,True,10
24,2025-05-19 14:50:38.593986,True,10
25,2025-05-19 14:51:11.575117,True,10
26,2025-05-19 14:51:24.046857,True,10
27,2025-05-19 14:51:40.010927,True,10
28,2025-05-19 14:52:00.406268,True,10
29,2025-05-19 14:52:31.150479,True,10
30,2025-05-19 14:52:57.503828,False,10
31,2025-05-19 14:53:09.749742,True,10
32,2025-05-19 14:53:25.042382,False,10
33,2025-05-19 14:53:37.052360,True,10
34,2025-05-19 14:53:46.489002,True,10
35,2025-05-19 14:53:58.746901,True,10
36,2025-05-19 14:54:28.319541,True,10
37,2025-05-19 14:55:48.732940,True,10
38,2025-05-19 14:56:47.881065,True,10
39,2025-05-19 14:57:24.938017,True,10
40,2025-05-19 14:58:03.646700,True,10
41,2025-05-19 14:58:37.860710,True,10
42,2025-05-19 14:59:04.984757,True,10
43,2025-05-19 14:59:17.756302,True,10
44,2025-05-19 14:59:41.344841,True,10
45,2025-05-19 14:59:51.099707,True,10
46,2025-05-19 15:00:05.844003,True,10
47,2025-05-19 15:00:21.495987,True,10
48,2025-05-19 15:00:41.888799,False,10
49,2025-05-19 15:01:15.269206,True,10
50,2025-05-19 15:01:26.635589,True,10
51,2025-05-19 15:02:03.967450,True,10
52,2025-05-19 15:03:01.972825,True,10
53,2025-05-19 15:03:25.830766,True,10
54,2025-05-19 15:03:52.896196,True,10
55,2025-05-19 15:04:07.698197,True,10
56,2025-05-19 15:04:24.442793,True,10
57,2025-05-19 15:04:47.497818,True,10
58,2025-05-19 15:05:16.099768,True,10
59,2025-05-19 15:05:29.886382,True,10
60,2025-05-19 15:05:44.286029,True,10
61,2025-05-19 15:06:22.041782,False,10
62,2025-05-19 15:06:35.161703,True,10
63,2025-05-19 15:07:35.971886,True,10
64,2025-05-19 15:07:51.724446,True,10
65,2025-05-19 15:08:56.687095,True,10
66,2025-05-19 15:10:10.447323,True,10
67,2025-05-19 15:11:11.873517,True,10
68,2025-05-19 15:12:03.927452,True,10
69,2025-05-19 15:13:07.375692,False,10
70,2025-05-19 15:13:57.067508,True,10
