Trial #,CS Timestamp,Airpuff
1,2025-05-09 12:14:54.526805,True
2,2025-05-09 12:15:08.884581,True
3,2025-05-09 12:15:28.128038,True
4,2025-05-09 12:15:39.195776,True
5,2025-05-09 12:15:54.042865,True
6,2025-05-09 12:16:08.999742,True
7,2025-05-09 12:16:25.153749,True
8,2025-05-09 12:16:37.892966,True
9,2025-05-09 12:16:53.865894,True
10,2025-05-09 12:17:05.061567,True
11,2025-05-09 12:17:40.749863,True
12,2025-05-09 12:17:52.753465,True
13,2025-05-09 12:18:05.419283,True
14,2025-05-09 12:18:19.316193,False
15,2025-05-09 12:18:33.466467,True
16,2025-05-09 12:18:44.899963,True
17,2025-05-09 12:19:12.620508,True
18,2025-05-09 12:19:25.045265,True
19,2025-05-09 12:19:35.146632,True
20,2025-05-09 12:19:49.603994,True
21,2025-05-09 12:20:32.113282,False
22,2025-05-09 12:20:50.356223,False
23,2025-05-09 12:21:08.535071,True
24,2025-05-09 12:21:25.616443,True
25,2025-05-09 12:21:43.644951,True
26,2025-05-09 12:22:03.460817,True
27,2025-05-09 12:22:23.105968,True
28,2025-05-09 12:22:43.274412,False
29,2025-05-09 12:22:54.558342,False
30,2025-05-09 12:23:05.098516,True
31,2025-05-09 12:23:16.936192,False
32,2025-05-09 12:23:30.793803,True
33,2025-05-09 12:23:52.127790,True
34,2025-05-09 12:24:27.480326,True
35,2025-05-09 12:25:39.709635,True
36,2025-05-09 12:26:02.981684,True
37,2025-05-09 12:26:24.293701,True
38,2025-05-09 12:27:06.076113,True
39,2025-05-09 12:27:23.494252,True
40,2025-05-09 12:27:45.572998,True
41,2025-05-09 12:27:59.661652,True
42,2025-05-09 12:28:23.902250,True
43,2025-05-09 12:28:51.296301,True
44,2025-05-09 12:29:10.167642,True
45,2025-05-09 12:29:34.985948,True
46,2025-05-09 12:29:55.736471,True
47,2025-05-09 12:30:36.903237,False
48,2025-05-09 12:30:53.091805,True
49,2025-05-09 12:33:24.160941,True
50,2025-05-09 12:33:39.732410,True
51,2025-05-09 12:34:04.397772,True
52,2025-05-09 12:35:50.940183,True
53,2025-05-09 12:36:39.887863,True
54,2025-05-09 12:37:03.946446,True
55,2025-05-09 12:37:28.757144,True
56,2025-05-09 12:38:11.710658,True
57,2025-05-09 12:38:19.890542,True
58,2025-05-09 12:39:18.396361,True
59,2025-05-09 12:39:27.875950,True
60,2025-05-09 12:39:40.524676,True
61,2025-05-09 12:39:58.374691,True
62,2025-05-09 12:40:17.588096,True
63,2025-05-09 12:40:47.110826,True
64,2025-05-09 12:40:59.362027,True
65,2025-05-09 12:41:38.825284,True
66,2025-05-09 12:43:07.808473,True
67,2025-05-09 12:43:15.612794,True
68,2025-05-09 12:43:38.615951,True
69,2025-05-09 12:43:47.833628,True
70,2025-05-09 12:43:59.074623,True
71,2025-05-09 12:44:23.663065,True
72,2025-05-09 12:44:45.414131,True
73,2025-05-09 12:45:28.643084,True
74,2025-05-09 12:46:34.171342,True
75,2025-05-09 12:46:55.527328,True
76,2025-05-09 12:47:50.427162,True
77,2025-05-09 12:50:26.038723,False
78,2025-05-09 12:51:26.944744,True
79,2025-05-09 12:51:43.263245,True
80,2025-05-09 12:53:13.469133,True
81,2025-05-09 12:54:40.140453,True
82,2025-05-09 12:54:55.458021,True
83,2025-05-09 12:56:14.064217,True
84,2025-05-09 12:59:38.548276,True
85,2025-05-09 13:00:11.578209,True
86,2025-05-09 13:00:28.817982,True
87,2025-05-09 13:02:03.846121,True
88,2025-05-09 13:02:34.038148,True
89,2025-05-09 13:06:15.313977,True
90,2025-05-09 13:13:03.396171,True
91,2025-05-09 13:13:40.234055,True
92,2025-05-09 13:13:58.346021,True
93,2025-05-09 13:15:25.368295,True
94,2025-05-09 13:26:26.016212,True
95,2025-05-09 13:26:35.875463,False
96,2025-05-09 13:26:48.814913,True
97,2025-05-09 13:27:02.149162,True
98,2025-05-09 13:27:15.599403,True
99,2025-05-09 13:27:24.510651,False
100,2025-05-09 13:27:41.735726,True
101,2025-05-09 13:27:58.282557,True
102,2025-05-09 13:28:30.180193,True
103,2025-05-09 13:31:31.339692,True
104,2025-05-09 13:37:41.498011,True
105,2025-05-09 13:38:02.804767,True
106,2025-05-09 13:38:32.684894,True
107,2025-05-09 13:39:59.574612,True
108,2025-05-09 13:47:07.044445,True
109,2025-05-09 13:47:45.283377,True
110,2025-05-09 13:47:56.565890,True
